Class ID,Preferred Label,Synonyms,Definitions,API parent label,API parent combined definitions,API parent description,http://purl.org/dc/elements/1.1/description,http://www.w3.org/2000/01/rdf-schema#comment
http://purl.obolibrary.org/obo/ENVO_03510006,diesel fuel,petroleum distillate fuel oil,"A liquid fuel used in diesel engines, whose fuel ignition takes place, without any spark, as a result of compression of the inlet air mixture and then injection of fuel.",petroleum,"A naturally occurring flammable liquid consisting of a complex mixture of hydrocarbons of various molecular weights and other liquid organic compounds, that are found in geologic formations beneath the planetary surfaces. ; ","A naturally occurring flammable liquid consisting of a complex mixture of hydrocarbons of various molecular weights and other liquid organic compounds, that are found in geologic formations beneath the planetary surfaces.",,
http://purl.obolibrary.org/obo/ENVO_21001214,infrared radiation,IR radiation|infra-red radiation,"A radiation process during which electromagnetic waves or their quanta are emitted when molecules change their rotational-vibrational movements, usually at wavelengths between 760 nm and 1 mm.",electromagnetic radiation,"A radiation process during which waves (or their quanta, photons) of the electromagnetic field propagate (radiate) through space carrying electromagnetic energy. ; ","A radiation process during which waves (or their quanta, photons) of the electromagnetic field propagate (radiate) through space carrying electromagnetic energy.",,
http://purl.obolibrary.org/obo/ENVO_03501197,institutional building,,A building which is used by an organization which serves a long-established role in human society.|This term needs further consideration and development as semantics of institution are ambiguous at scale - e.g. are hotels institutional buildings?,building,A permanent walled and roofed construction. ; ,A permanent walled and roofed construction.,,This term needs further consideration and development as semantics of institution are ambiguous at scale - e.g. are hotels institutional buildings?
http://purl.obolibrary.org/obo/ENVO_03400017,depth of water ice,,The depth of some water ice.,depth,A 1-D extent quality inhering in a bearer by virtue of the bearer's downward or backward or inward dimension. ; ,A 1-D extent quality inhering in a bearer by virtue of the bearer's downward or backward or inward dimension.,,
http://purl.obolibrary.org/obo/FOODON_00002664,lipid food product,oils and fats|fats and oils,A lipid food product is a food product made primarily of plant or animal fat or oil,"extract, concentrate or isolate of plant or animal",,"A physical-chemical component separated from the food source or its parts by extraction, centrifugation, filtration, heat processing, expressing or a similar process. The separated component may be converted through further processing. If this is done, the final substance is indexed. A water-extracted component may remain in aqueous dispersion. The extract, concentrate or isolate is indexed in preference to the anatomic part from which it is derived. For example, peanut oil is indexed under *PEANUT* combined wih *FAT OR OIL* rather than with *SEED OR KERNEL*. On the other hand, fruit and vegetable juices can be indexed under *FRUIT JUICE OR NECTAR* or *VEGETABLE JUICE* (A. PRODUCT TYPE); therefore the anatomic part of the plant should be indexed.",,
http://purl.obolibrary.org/obo/UBERON_0011215,central nervous system cell part cluster,neuraxis layer|cell part cluster of neuraxis,A multi cell part structure that is part of a central nervous system.,multi cell part structure,A structure consisting of multiple cell components but which is not itself a cell and does not have (complete) cells as a part. ; ,A structure consisting of multiple cell components but which is not itself a cell and does not have (complete) cells as a part.,,
http://purl.obolibrary.org/obo/UBERON_0011216,organ system subdivision,,A subdivision of an anatomical system.,multicellular anatomical structure,An anatomical structure that has more than one cell as a part. ; ,An anatomical structure that has more than one cell as a part.,,
http://purl.obolibrary.org/obo/ENVO_03000137,freezing fog,,"A fog the droplets of which freeze upon contact with exposed objects, forming a coating of rime or glaze.|Freezing fog forms when the air temperature is below freezing and the water droplets in the fog become supercooled.",fog,A visible mass of cloud water droplets or ice crystals suspended in the air at or near the surface of an astronomical body. ; ,A visible mass of cloud water droplets or ice crystals suspended in the air at or near the surface of an astronomical body.,,Freezing fog forms when the air temperature is below freezing and the water droplets in the fog become supercooled.
http://purl.obolibrary.org/obo/CHEBI_35554,cardiovascular drug,,,drug,,"Any substance which when absorbed into a living organism may modify one or more of its functions. The term is generally accepted for a substance taken for a therapeutic purpose, but is also commonly used for abused substances.",,
http://purl.obolibrary.org/obo/ENVO_01000274,slate,,"Slate is a metamorphic rock which is fine-grained, foliated, homogeneous, Slates are derived from clastic sedimentary rocks.",metamorphic rock,A rock formed by subjecting any rock type (including previously-formed metamorphic rock) to different temperature and pressure conditions than those in which the original rock was formed. These temperatures and pressures are always higher than those at the Earth's surface and must be sufficiently high so as to change the original minerals into other mineral types or else into other forms of the same minerals (e.g. by recrystallisation). ; ,A rock formed by subjecting any rock type (including previously-formed metamorphic rock) to different temperature and pressure conditions than those in which the original rock was formed. These temperatures and pressures are always higher than those at the Earth's surface and must be sufficiently high so as to change the original minerals into other mineral types or else into other forms of the same minerals (e.g. by recrystallisation).,,
